.dockerignore	بيحدد الملفات اللي مش هتتنسخ جوه صورة Docker وقت البناء، زي البيانات المحلية وملفات الاختبار، عشان الصورة تفضل صغيرة ونظيفة.
internal/shared/productmatch/header_specs.go	الأسماء المعروفة لعناوين الأعمدة بالعربي والإنجليزي.
internal/shared/productmatch/headers.go	قوة تطابق عنوان العمود مع الحقل.
internal/shared/productmatch/layout.go	اكتشاف صف العناوين وشكل الورقة.
internal/shared/productmatch/analyze.go	تحليل عينة من الصفوف لفهم كل عمود.
internal/shared/productmatch/evidence.go	أدلة محتوى العمود اللي بتأكد أو تنفي نوعه.
internal/shared/productmatch/evidence_money.go	اكتشاف أعمدة الأسعار.
internal/shared/productmatch/evidence_price.go	مكافأة تطابق السعر المطبوع في المطابقة.
internal/shared/productmatch/crosscheck.go	مقارنة الأعمدة الرقمية ببعض لكشف التبديل.
internal/shared/productmatch/resolve.go	ربط الأعمدة بالحقول مع درجة ثقة للمراجعة.
internal/shared/productmatch/resolve_scores.go	تقييم كل حقل مقابل كل عمود.
internal/shared/productmatch/vocabulary.go	القيم المعروفة اللي المحرك يقدر يتعرف عليها.
internal/shared/productmatch/identifiers.go	أعمدة المعرفات (باركود، كود) اللي المستخدم ربطها.
internal/shared/productmatch/identity.go	أسباب رفض مطابقة مقترحة (تعارض الهوية أو التركيز).
internal/shared/productmatch/identity_swap.go	اكتشاف عمود محتواه عكس عنوانه.
internal/shared/productmatch/identity_words.go	حدود فحص الكلمات المشتركة.
internal/shared/productmatch/infer.go	استنتاج الشكل الدوائي من اسم المنتج المصري.
internal/shared/productmatch/facts.go	المعلومات اللي اسم المنتج بيقولها (تركيز، شكل، عدد).
internal/shared/productmatch/quantity.go	قراءة الكميات زي 30 قرص أو 10 أكياس.
internal/shared/productmatch/strength_set.go	حالات خاصة لقراءة التركيز بالوحدات الدولية.
internal/shared/productmatch/letters.go	الحروف المفردة اللي بتفرق بين خطوط منتجات كاملة.
internal/shared/productmatch/text.go	توحيد اسم المنتج للمقارنة.
internal/shared/productmatch/translit.go	تحويل الحروف العربية لهيكل صوتي لاتيني لمطابقة الأسماء المكتوبة بالعربي والإنجليزي.
internal/shared/productmatch/variants.go	تهجئات بديلة للكلمة.
internal/shared/productmatch/annotations.go	الكلمات اللي بتبدأ ملاحظة تجارية في الاسم وتتشال من المطابقة.
internal/shared/productmatch/match.go	مستويات المطابقة ونتائجها وخياراتها.
internal/shared/productmatch/match_all.go	مطابقة كل الصفوف بالتوازي مع الحفاظ على الترتيب.
internal/shared/productmatch/match_index.go	فهرس الكتالوج في الذاكرة بأكتر من مفتاح.
internal/shared/productmatch/match_product.go	منتج الكتالوج بالحقول اللي المطابقة بتقراها بس.
internal/shared/productmatch/match_query.go	الصف بعد تحويله لإشارات مطابقة.
internal/shared/productmatch/match_score.go	حساب درجة التطابق.
internal/shared/productmatch/match_evidence.go	طريقة اتفاق اسمين مش مجرد نسبة التشابه.
internal/shared/productmatch/match_decide.go	الحسم بين مرشحين درجاتهم متقاربة.
internal/shared/productmatch/match_containment.go	تهجئات منتج الكتالوج المحسوبة وقت الفهرسة.
internal/shared/productmatch/match_tokens.go	تقليل الاسم للكلمات المميزة بس.
internal/shared/productmatch/trigram_index.go	فهرس ثلاثيات الحروف للبحث السريع عن المرشحين.
internal/shared/productmatch/recall.go	اتساع البحث عن المرشحين.
internal/shared/productmatch/discriminate.go	نقاط الاختلاف بين الصف والمرشح.
internal/shared/productmatch/discriminate_compare.go	مجموع وزن الاختلافات.
internal/shared/productmatch/debug.go	شرح سبب اختيار مرشح عن التاني.
internal/shared/productmatch/process.go	إحصائيات الملف كاملة بحيث الأرقام تتجمع بالظبط لعدد صفوف المورد.
internal/shared/productmatch/product_key.go	مفتاح هوية المنتج لتجميع الملفات.
internal/shared/productmatch/row.go	الملاحظات على كل صف برقم الصف في الملف وعنوان العمود.
internal/shared/productmatch/row_price.go	التحقق إن السعر يتخزن في العمود.
internal/shared/productmatch/shape.go	قياسات شكل العمود.
